path,purpose,source_or_generated,active_or_legacy,entrypoint_or_library,imports_or_callers,tests,artifact_inputs,artifact_outputs,replacement,classification,recommended_action,size_bytes,sha256
experiments/flowstar_symbolic_step_trace.py,versioned repository path; see architecture/history registry,source,active,entrypoint,inventory_required_for_specific_call_graph,tests/,explicit paths only,explicit output directory required for runners,none,supported_diagnostic,retain,13967,78306d4015b191522aa33b481c1cb17441923be4c9e6b750f787baf78fcb2e12
experiments/flowstar_validation_candidate_decomposition_audit.py,versioned repository path; see architecture/history registry,source,active,entrypoint,inventory_required_for_specific_call_graph,tests/,explicit paths only,explicit output directory required for runners,none,supported_diagnostic,retain,27804,975f3ab31e685490ced2b33651680e9f9ee2311444f91a75c20b4a8aeaf39fc3
experiments/flowstar_vdp_width_trajectory_audit.py,versioned repository path; see architecture/history registry,source,active,entrypoint,inventory_required_for_specific_call_graph,tests/,explicit paths only,explicit output directory required for runners,none,supported_diagnostic,retain,66247,3405bf00995f3717d6d3d225853cafebea0b36cc3b5f5cc85ff5a47d2da8c6a0
experiments/flowstar_width_growth_diagnostics.py,versioned repository path; see architecture/history registry,source,active,entrypoint,inventory_required_for_specific_call_graph,tests/,explicit paths only,explicit output directory required for runners,none,supported_diagnostic,retain,16613,d2ea86b863f81ec4497199c04a8f2f18d387e7cf9273a0a749be5a5e86984eed
experiments/harmonic_oscillator.py,versioned repository path; see architecture/history registry,source,active,entrypoint,inventory_required_for_specific_call_graph,tests/,explicit paths only,explicit output directory required for runners,none,supported_diagnostic,retain,2657,c938418fd6676cc930e762b76102f31c02ba363d10bb6f0315b542fd532515b3
experiments/plot_order_results.py,versioned repository path; see architecture/history registry,source,active,entrypoint,inventory_required_for_specific_call_graph,tests/,explicit paths only,explicit output directory required for runners,none,supported_diagnostic,retain,13802,3401313b1f5d3144f372f4d6b6feff58d2b43ace647d9636b5521248fb6b5e1a
experiments/plot_results.py,versioned repository path; see architecture/history registry,source,active,entrypoint,inventory_required_for_specific_call_graph,tests/,explicit paths only,explicit output directory required for runners,none,supported_diagnostic,retain,1533,e74252223ae9a00f300798c3176ad7d89cadc1128d781905c54c25d3a201e3cc
experiments/scalar_quadratic_grid.py,versioned repository path; see architecture/history registry,source,active,entrypoint,inventory_required_for_specific_call_graph,tests/,explicit paths only,explicit output directory required for runners,none,supported_diagnostic,retain,2385,ac6e32d178ceada6fedb020fca0cd3b912bc860f1300b6ee6d3f5c94fc403f71
experiments/three_tool_deep_study/README.md,versioned repository path; see architecture/history registry,source,active,library_or_evidence,not_applicable,tests/,explicit paths only,none_known,none,canonical_active,retain,903,99bb7a2c5251fbd9198fd8de799c5c26772ed33c7b9b30ca24265d461ef9b49f
experiments/three_tool_deep_study/cir_schema.json,versioned repository path; see architecture/history registry,source,active,library_or_evidence,not_applicable,tests/,explicit paths only,none_known,none,canonical_active,retain,2077,09e466dc8dc01c25e98e0fb44e5937ae05d049cae4363ad7cc045153cf1e7455
experiments/three_tool_deep_study/common.py,versioned repository path; see architecture/history registry,source,active,entrypoint,inventory_required_for_specific_call_graph,tests/,explicit paths only,explicit output directory required for runners,none,supported_diagnostic,retain,24578,34494b5a7639abf1664ce2b6c55bd623fef02110aa79bd7aea082e35fefe0a08
experiments/three_tool_deep_study/defect_diagnostic.py,versioned repository path; see architecture/history registry,source,active,entrypoint,inventory_required_for_specific_call_graph,tests/,explicit paths only,explicit output directory required for runners,none,supported_diagnostic,retain,11819,c87062823a8c1c1b5eef57ca42bd91600c228604885d99a639f57d3679ff94da
experiments/three_tool_deep_study/export_diffreach_segment.py,versioned repository path; see architecture/history registry,source,active,entrypoint,inventory_required_for_specific_call_graph,tests/,explicit paths only,explicit output directory required for runners,none,supported_diagnostic,retain,14773,73229d596a87528d9f729795c2ed58929fbe421eb332584285db7bf39db1fdde
experiments/three_tool_deep_study/export_flowstar_segment.py,versioned repository path; see architecture/history registry,source,active,entrypoint,inventory_required_for_specific_call_graph,tests/,explicit paths only,explicit output directory required for runners,none,supported_diagnostic,retain,24895,50f79bd41b5ad4ddd4cc2223e71c76bb0da464f3bc030c0639a925e6ea99f923
experiments/three_tool_deep_study/export_torch_segment.py,versioned repository path; see architecture/history registry,source,active,entrypoint,inventory_required_for_specific_call_graph,tests/,explicit paths only,explicit output directory required for runners,none,supported_diagnostic,retain,8796,c263ef8aba4f970d008670ad55d0861a2f9dfb7581df78a4a596514f061816e6
experiments/three_tool_deep_study/flowstar_adaptive_trajectory_audit.py,versioned repository path; see architecture/history registry,source,active,entrypoint,inventory_required_for_specific_call_graph,tests/,explicit paths only,explicit output directory required for runners,none,supported_diagnostic,retain,19298,9fbe381a5914d5408999eb038cde9c00dfcf816ead5c2a35a55da76a6dde7c48
experiments/three_tool_deep_study/flowstar_correctness.py,versioned repository path; see architecture/history registry,source,active,entrypoint,inventory_required_for_specific_call_graph,tests/,explicit paths only,explicit output directory required for runners,none,supported_diagnostic,retain,12844,5c80118d33360fec1986196e401e62647ddac687c083fe3696343dd2d5207277
experiments/three_tool_deep_study/flowstar_patches/0001-instrument-Flowstar-refinement-validation.patch,versioned repository path; see architecture/history registry,source,active,library_or_evidence,not_applicable,tests/,explicit paths only,none_known,none,canonical_active,retain,11667,0224f4525dc9389239a6bd3c2ae023af2090a23cc4ca4594f365d7add44371c8
experiments/three_tool_deep_study/flowstar_patches/0001-trace-cached-variable-leaf-truncation.patch,versioned repository path; see architecture/history registry,source,active,library_or_evidence,not_applicable,tests/,explicit paths only,none_known,none,canonical_active,retain,3075,69b72254ede25eb907c8fe27e6a2efad34a232a550cb2340b8e61c38725f9d9d
experiments/three_tool_deep_study/flowstar_patches/0002-validate-Flowstar-cached-remainder-refinements.patch,versioned repository path; see architecture/history registry,source,active,library_or_evidence,not_applicable,tests/,explicit paths only,none_known,none,canonical_active,retain,15100,0a34af92ed9ff4d2301512d8462cb30de5cfc961825d19b0fb6a845e0dda8ce4
experiments/three_tool_deep_study/flowstar_patches/0003-expose-read-only-polynomial-term-export.patch,versioned repository path; see architecture/history registry,source,active,library_or_evidence,not_applicable,tests/,explicit paths only,none_known,none,canonical_active,retain,1308,0b1e35ea32e5e44572c6d028876951b0fc01c68d98233fec10d5f2854f23c532
experiments/three_tool_deep_study/flowstar_patches/README.md,versioned repository path; see architecture/history registry,source,active,library_or_evidence,not_applicable,tests/,explicit paths only,none_known,none,canonical_active,retain,893,e34530b89ce19bfae2d5e98f094fcb60f54f339484eaa8af6f5d0980ffe5e910
experiments/three_tool_deep_study/flowstar_patches/fa39f7a_series/0001-instrument-Flowstar-refinement-validation.patch,versioned repository path; see architecture/history registry,source,active,library_or_evidence,not_applicable,tests/,explicit paths only,none_known,none,canonical_active,retain,11667,2d7ef1ee257c40a95792b70617701561b63b8020cfbd14de96a425336c33ab6a
experiments/three_tool_deep_study/flowstar_patches/fa39f7a_series/0002-validate-Flowstar-cached-remainder-refinements.patch,versioned repository path; see architecture/history registry,source,active,library_or_evidence,not_applicable,tests/,explicit paths only,none_known,none,canonical_active,retain,15100,e78757954f12a42f97bfe5d81af6a870a2b310a19676ade6d0268f358ba62373
experiments/three_tool_deep_study/flowstar_patches/fa39f7a_series/0003-expose-read-only-polynomial-term-export.patch,versioned repository path; see architecture/history registry,source,active,library_or_evidence,not_applicable,tests/,explicit paths only,none_known,none,canonical_active,retain,1308,3c38c8d6c8e5d393d6b6e216068cc437417a6acab4aacdd34eb5a74af47ea782
experiments/three_tool_deep_study/flowstar_patches/fa39f7a_series/0004-trace-cached-variable-leaf-truncation.patch,versioned repository path; see architecture/history registry,source,active,library_or_evidence,not_applicable,tests/,explicit paths only,none_known,none,canonical_active,retain,3079,d6d9301bb2317bd9c723e6563bce7e8acd18f3793320803b61da508c5ce87bab
experiments/three_tool_deep_study/flowstar_patches/fa39f7a_series/0005-extend-full-Picard-revalidation-to-adaptive-overloads.patch,versioned repository path; see architecture/history registry,source,active,library_or_evidence,not_applicable,tests/,explicit paths only,none_known,none,canonical_active,retain,6743,30b4b891db3da94cdfe980b1bd3204fd9c4cdfef19665a51f73363d074a07f21
experiments/three_tool_deep_study/flowstar_root_cause.py,versioned repository path; see architecture/history registry,source,active,entrypoint,inventory_required_for_specific_call_graph,tests/,explicit paths only,explicit output directory required for runners,none,supported_diagnostic,retain,4748,5764879e4eaffa370418d5d0f878115813ba40699dae5da7b64c907b070276d3
experiments/three_tool_deep_study/run_ablation.py,versioned repository path; see architecture/history registry,source,active,entrypoint,inventory_required_for_specific_call_graph,tests/,explicit paths only,explicit output directory required for runners,none,supported_diagnostic,retain,19284,73160b8cb1a54ce97c23f770aeaead97d39c089bba090d6bcd1e2ed373822b49
experiments/three_tool_deep_study/run_all.sh,versioned repository path; see architecture/history registry,source,active,entrypoint,not_applicable,tests/,explicit paths only,explicit output directory required for runners,none,supported_diagnostic,retain,335,a4b8c062475fb9427bb1362bcca482aab910f82fe0e39a13737b86bf2f4591a9
experiments/three_tool_deep_study/run_controlled.py,versioned repository path; see architecture/history registry,source,active,entrypoint,inventory_required_for_specific_call_graph,tests/,explicit paths only,explicit output directory required for runners,none,supported_diagnostic,retain,31785,2a22c359305a0a75cd8d51da96167f5caca27c96042bfc52ef7147cf9434d644
experiments/three_tool_deep_study/run_native.py,versioned repository path; see architecture/history registry,source,active,entrypoint,inventory_required_for_specific_call_graph,tests/,explicit paths only,explicit output directory required for runners,none,supported_diagnostic,retain,31088,68945e9a2b0cca631a14ccdfc716f4625bbaabf9f6bb38c73fd993baf845c477
experiments/three_tool_deep_study/run_pareto.py,versioned repository path; see architecture/history registry,source,active,entrypoint,inventory_required_for_specific_call_graph,tests/,explicit paths only,explicit output directory required for runners,none,supported_diagnostic,retain,67267,6acee1462e5c8be3d31150976a5d48aa99912741aea8b6ca9450b0c8e077838a
experiments/three_tool_deep_study/run_smoke.sh,versioned repository path; see architecture/history registry,source,active,entrypoint,not_applicable,tests/,explicit paths only,explicit output directory required for runners,none,supported_diagnostic,retain,334,f4f26fe3c749a5da5376c4f9f8a579b32aff9948e6fe952ae4f652bab3c8aacc
experiments/three_tool_deep_study/tests/conftest.py,versioned repository path; see architecture/history registry,source,active,library_or_evidence,inventory_required_for_specific_call_graph,tests/,explicit paths only,none_known,none,supported_diagnostic,retain,653,66cb7055beab92bfecc666fbfd0e040df732dc682c6d0a2147827a3035101786
experiments/three_tool_deep_study/tests/test_common_representation.py,versioned repository path; see architecture/history registry,source,active,entrypoint,inventory_required_for_specific_call_graph,tests/,explicit paths only,explicit output directory required for runners,none,supported_diagnostic,retain,5182,d5b8111d9b0065cc0dec2917a3928ead387287205694cbdf023340515e745aff
experiments/three_tool_deep_study/tests/test_defect_diagnostic.py,versioned repository path; see architecture/history registry,source,active,library_or_evidence,inventory_required_for_specific_call_graph,tests/,explicit paths only,none_known,none,supported_diagnostic,retain,1295,16dfa58b1183cbc82106c12ca110169475fd425ce212ad7262a6f57817144f00
experiments/three_tool_deep_study/tests/test_external_exports.py,versioned repository path; see architecture/history registry,source,active,entrypoint,inventory_required_for_specific_call_graph,tests/,explicit paths only,explicit output directory required for runners,none,supported_diagnostic,retain,3297,73151608112c38b4502b8f91c484071210131c43a65e4fab4d6361e7eb4081a0
experiments/three_tool_deep_study/tests/test_flowstar_adaptive_trajectory.py,versioned repository path; see architecture/history registry,source,active,entrypoint,inventory_required_for_specific_call_graph,tests/,explicit paths only,explicit output directory required for runners,none,supported_diagnostic,retain,2052,ee541162856d266aaf8d159be9f0dc6695435e0876d975367c7b472794984c04
experiments/three_way_common_contract/COMPARISON_PROTOCOL.md,versioned repository path; see architecture/history registry,source,active,library_or_evidence,not_applicable,tests/,explicit paths only,none_known,none,canonical_active,retain,3854,5ddafb82483d29aaa74423cc3680e33660aec051e156af5b2d071238118f7542
experiments/three_way_common_contract/HISTORICAL_RESULTS_NOTICE.md,versioned repository path; see architecture/history registry,source,active,library_or_evidence,not_applicable,tests/,explicit paths only,none_known,none,canonical_active,retain,689,43aede3d9e397089b15c9202991abd233df92d9604533c6c1b91664eb3b15bc0
experiments/three_way_common_contract/README.md,versioned repository path; see architecture/history registry,source,active,library_or_evidence,not_applicable,tests/,explicit paths only,none_known,none,canonical_active,retain,2664,d0a0f7bf09a9f977d71f1e2c20ae501918b0439ef625f9590b57c51773ad6e41
experiments/three_way_common_contract/benchmark_spec.yaml,versioned repository path; see architecture/history registry,source,active,library_or_evidence,not_applicable,tests/,explicit paths only,none_known,none,canonical_active,retain,3351,2977e2ff718b21e3ac764744687a87aa2f566f1348f215a026d6da23886cdf91
experiments/three_way_common_contract/collect_results.py,versioned repository path; see architecture/history registry,source,active,entrypoint,inventory_required_for_specific_call_graph,tests/,explicit paths only,explicit output directory required for runners,none,supported_diagnostic,retain,33406,c182249d9e6fe329d32e11a9e3316d717c4073d0f4426a275c7574d39b162d61
experiments/three_way_common_contract/common.py,versioned repository path; see architecture/history registry,source,active,entrypoint,inventory_required_for_specific_call_graph,tests/,explicit paths only,explicit output directory required for runners,none,supported_diagnostic,retain,15832,3607da497382bb4d33294e8e7f946942c7b5ee96e7a469ea378a3158fdd72a3b
experiments/three_way_common_contract/generate_report.py,versioned repository path; see architecture/history registry,source,active,entrypoint,inventory_required_for_specific_call_graph,tests/,explicit paths only,explicit output directory required for runners,none,supported_diagnostic,retain,17436,a251b34d1b1973e0b9128d92b44d0a559c4a7badf818200bc930905c8b0d0594
experiments/three_way_common_contract/launch_background.sh,versioned repository path; see architecture/history registry,source,active,library_or_evidence,not_applicable,tests/,explicit paths only,none_known,none,supported_diagnostic,retain,596,e11c75e7782c81c8ec7136eb1cb5bdb02d6c97d86ea9eeb59bf758a155ef4ac7
experiments/three_way_common_contract/plot_results.py,versioned repository path; see architecture/history registry,source,active,entrypoint,inventory_required_for_specific_call_graph,tests/,explicit paths only,explicit output directory required for runners,none,supported_diagnostic,retain,11644,92b5890a8c373f27050d32691ddd8bc2de37fa4033b4146fb8d45a2d047dea71
experiments/three_way_common_contract/run_all.sh,versioned repository path; see architecture/history registry,source,active,entrypoint,not_applicable,tests/,explicit paths only,explicit output directory required for runners,none,supported_diagnostic,retain,1143,5e726950f8622ac5adaa624b423cb22de86963adfff08b94c06bcf47a87b10b4
experiments/three_way_common_contract/run_diffreach.py,versioned repository path; see architecture/history registry,source,active,entrypoint,inventory_required_for_specific_call_graph,tests/,explicit paths only,explicit output directory required for runners,none,supported_diagnostic,retain,23029,993dad7ded322d7f4810d451b4bd8656cf6954f4ff61954c04e2a043fc4060b4
experiments/three_way_common_contract/run_flowstar.py,versioned repository path; see architecture/history registry,source,active,entrypoint,inventory_required_for_specific_call_graph,tests/,explicit paths only,explicit output directory required for runners,none,supported_diagnostic,retain,24394,a11d2bf0ecd68ee1792ebdfdb2338446aede48afb52ea57f21530df54a858b67
experiments/three_way_common_contract/run_smoke.sh,versioned repository path; see architecture/history registry,source,active,entrypoint,not_applicable,tests/,explicit paths only,explicit output directory required for runners,none,supported_diagnostic,retain,682,58166e9e32eea2e9a884e3276178ff68bccc76ea3ce4a29ca7af0cd56ad05ed8
experiments/three_way_common_contract/run_torch.py,versioned repository path; see architecture/history registry,source,active,entrypoint,inventory_required_for_specific_call_graph,tests/,explicit paths only,explicit output directory required for runners,none,supported_diagnostic,retain,13227,2fe18b5fb6f7cf09fe319a8b29df442866899204d4e3f99f69b2d7d3e5d82c12
experiments/three_way_common_contract/tests/test_adapters.py,versioned repository path; see architecture/history registry,source,active,entrypoint,inventory_required_for_specific_call_graph,tests/,explicit paths only,explicit output directory required for runners,none,supported_diagnostic,retain,2097,9e564fd9070b94787afba332cff8e12d8f3acea066d72b274011e385c67e2566
experiments/three_way_common_contract/tests/test_spec_and_exact.py,versioned repository path; see architecture/history registry,source,active,library_or_evidence,inventory_required_for_specific_call_graph,tests/,explicit paths only,none_known,none,supported_diagnostic,retain,1906,c5ce483f809c4ecc0c8981417a432d3329be8c748ba79d3cc677e8c9c7e1ddc2
experiments/three_way_comparison_repair/AUDIT_PLAN.md,versioned repository path; see architecture/history registry,source,active,library_or_evidence,not_applicable,tests/,explicit paths only,none_known,none,canonical_active,retain,3663,0ad5737d9b9c8b90c5f826cbaebe29dcaa4e22f6db0e71c50d4092e5218bd89a
experiments/three_way_comparison_repair/CLAIM_AUDIT.md,versioned repository path; see architecture/history registry,source,active,library_or_evidence,not_applicable,tests/,explicit paths only,none_known,none,canonical_active,retain,2053,41363b1c5a0faf16b7c9d4f8e24ab6cbaf74f4e58764dd8315b495dea0b291f2
experiments/three_way_comparison_repair/CORRECTED_PROTOCOL.md,versioned repository path; see architecture/history registry,source,active,library_or_evidence,not_applicable,tests/,explicit paths only,none_known,none,canonical_active,retain,2111,e694785522e8087c1add93340efbab27b80e7c22826db7e92432694cce169d8d
experiments/three_way_comparison_repair/DIFFREACH_ENDPOINT_AUDIT.md,versioned repository path; see architecture/history registry,source,active,library_or_evidence,not_applicable,tests/,explicit paths only,none_known,none,canonical_active,retain,1575,c53d4ff84d2be89f980b3d5341ee6fbf388420e627901ee7d5996624d70b57e5
experiments/three_way_comparison_repair/FLOWSTAR_FAILURE_AUDIT.md,versioned repository path; see architecture/history registry,source,active,library_or_evidence,not_applicable,tests/,explicit paths only,none_known,none,canonical_active,retain,1734,31a82c5a4495417fc619a0181e48c69ee1efbda4c55aef52f5cd97b4743c4e10
experiments/three_way_comparison_repair/FLOWSTAR_ORIGINAL_PARITY.md,versioned repository path; see architecture/history registry,source,active,library_or_evidence,not_applicable,tests/,explicit paths only,none_known,none,canonical_active,retain,1327,5f7a391cb6a9d50f81fc6d00f27039f1311154cbb5902906c3539107af1e22fa
experiments/three_way_comparison_repair/FLOWSTAR_REMAINDER_AUDIT.md,versioned repository path; see architecture/history registry,source,active,library_or_evidence,not_applicable,tests/,explicit paths only,none_known,none,canonical_active,retain,3192,d10eaaab833796cc982a66962707e66f0bf4d5e6c5b69fa2c703297a53804f09
experiments/three_way_comparison_repair/HISTORICAL_RESULT_INVALIDATION.md,versioned repository path; see architecture/history registry,source,active,library_or_evidence,not_applicable,tests/,explicit paths only,none_known,none,canonical_active,retain,1409,8338bd5b059469453dfbbb930a7246d4d71b592d64292d657454b897cc7ebeb5
experiments/three_way_comparison_repair/README.md,versioned repository path; see architecture/history registry,source,active,library_or_evidence,not_applicable,tests/,explicit paths only,none_known,none,canonical_active,retain,1638,f4b778058dd7c1bc5948a8df29ab85155fe89b617a54e80e363e575696390167
experiments/three_way_comparison_repair/TORCH_ENDPOINT_AUDIT.md,versioned repository path; see architecture/history registry,source,active,library_or_evidence,not_applicable,tests/,explicit paths only,none_known,none,canonical_active,retain,2055,0908c10c799b0d8463b110d660190c0814051b0cd4dbcdc4954a24704eb1f6e4
experiments/three_way_comparison_repair/benchmark_spec.yaml,versioned repository path; see architecture/history registry,source,active,library_or_evidence,not_applicable,tests/,explicit paths only,none_known,none,canonical_active,retain,2317,01e56a1e7ad632eee4621d98202249e5b5135c2dae9b52b2a1ecd5c0dda7faf6
experiments/three_way_comparison_repair/collect_results.py,versioned repository path; see architecture/history registry,source,active,entrypoint,inventory_required_for_specific_call_graph,tests/,explicit paths only,explicit output directory required for runners,none,supported_diagnostic,retain,22724,a4c99e54fc7bfdcfc11e39aa10784871c4d3901ae7aae46168852194ee002700
experiments/three_way_comparison_repair/common.py,versioned repository path; see architecture/history registry,source,active,entrypoint,inventory_required_for_specific_call_graph,tests/,explicit paths only,explicit output directory required for runners,none,supported_diagnostic,retain,11526,20cda0ef3df318928d49de0b9107769a3277a9c348f2d28b359957fa9d3a4def
experiments/three_way_comparison_repair/generate_report.py,versioned repository path; see architecture/history registry,source,active,entrypoint,inventory_required_for_specific_call_graph,tests/,explicit paths only,explicit output directory required for runners,none,supported_diagnostic,retain,16843,f0d56d077b60a59ffb9adb7bec46acd69f36a8f911977ace989dc7c132ba92cd
experiments/three_way_comparison_repair/launch_background.sh,versioned repository path; see architecture/history registry,source,active,library_or_evidence,not_applicable,tests/,explicit paths only,none_known,none,supported_diagnostic,retain,872,43c776a563eee7a2da6ffd1ed2f255548c2d42b251329688ab60d7d3a47e7110
experiments/three_way_comparison_repair/plot_results.py,versioned repository path; see architecture/history registry,source,active,entrypoint,inventory_required_for_specific_call_graph,tests/,explicit paths only,explicit output directory required for runners,none,supported_diagnostic,retain,11992,912f6717d563d2771cb043c5227dfb8b4595535f29bb36405b36bad3fe013182
experiments/three_way_comparison_repair/run_all.sh,versioned repository path; see architecture/history registry,source,active,entrypoint,not_applicable,tests/,explicit paths only,explicit output directory required for runners,none,supported_diagnostic,retain,355,ed604943feb9cb61a28ad5c1dbc982aed3385e6360de27e0020f9566bd9b5685
experiments/three_way_comparison_repair/run_corrected_comparison.py,versioned repository path; see architecture/history registry,source,active,entrypoint,inventory_required_for_specific_call_graph,tests/,explicit paths only,explicit output directory required for runners,none,supported_diagnostic,retain,12007,0e2958f1dea6e391c4ff27416ee5d0f59ca214215a425c7186320a8d1b552993
experiments/three_way_comparison_repair/run_diffreach_audit.py,versioned repository path; see architecture/history registry,source,active,entrypoint,inventory_required_for_specific_call_graph,tests/,explicit paths only,explicit output directory required for runners,none,supported_diagnostic,retain,17962,c61cdf925ac4186a584b7bd21392af6544c15387f2360b9c141d86ff2f8a070a
experiments/three_way_comparison_repair/run_flowstar_audit.py,versioned repository path; see architecture/history registry,source,active,entrypoint,inventory_required_for_specific_call_graph,tests/,explicit paths only,explicit output directory required for runners,none,supported_diagnostic,retain,41664,0a50058af23cf31140a46fc98307b68eb366cf5aa112091b9ef1856936eea8fd
experiments/three_way_comparison_repair/run_smoke.sh,versioned repository path; see architecture/history registry,source,active,entrypoint,not_applicable,tests/,explicit paths only,explicit output directory required for runners,none,supported_diagnostic,retain,518,e3685eecb48d75e1f1c46e7da084b9d7229654760d0fc2f0ec7fd8a66cc54aab
experiments/three_way_comparison_repair/run_torch_audit.py,versioned repository path; see architecture/history registry,source,active,entrypoint,inventory_required_for_specific_call_graph,tests/,explicit paths only,explicit output directory required for runners,none,supported_diagnostic,retain,14339,46bd25172fbaf12fae4b99d6d9da5a4dadba6b813c6bd5d6b3473747306b1164
experiments/three_way_comparison_repair/tests/conftest.py,versioned repository path; see architecture/history registry,source,active,library_or_evidence,inventory_required_for_specific_call_graph,tests/,explicit paths only,none_known,none,supported_diagnostic,retain,274,660a27c619aecea41e8980b7d6d2e478412c9022830e142f1fe986fe8013d3b5
experiments/three_way_comparison_repair/tests/test_harness_integrity.py,versioned repository path; see architecture/history registry,source,active,entrypoint,inventory_required_for_specific_call_graph,tests/,explicit paths only,explicit output directory required for runners,none,supported_diagnostic,retain,7014,7e556b1748b225b7ed5457f444c863bc94ba56ba7107b2fdf15c15a47834d034
experiments/three_way_comparison_repair/tests/test_torch_endpoint_semantics.py,versioned repository path; see architecture/history registry,source,active,library_or_evidence,inventory_required_for_specific_call_graph,tests/,explicit paths only,none_known,none,supported_diagnostic,retain,5365,db13096a36ecc272b1e7ab0694a76d19bf6d6ebe35060f0e4b2fc8bb4a7b7d56
experiments/tm_order_audit.py,versioned repository path; see architecture/history registry,source,active,entrypoint,inventory_required_for_specific_call_graph,tests/,explicit paths only,explicit output directory required for runners,none,supported_diagnostic,retain,8944,746fd5517c564e417d0aa939eb0ac3e242f16ca807bc62266ce8d55adedce026
experiments/trajectory_visual_audit.py,versioned repository path; see architecture/history registry,source,active,entrypoint,inventory_required_for_specific_call_graph,tests/,explicit paths only,explicit output directory required for runners,none,supported_diagnostic,retain,63580,be382c284699108c1ec2eae1ba980bb9e3a81f75af2ec354557af1a28a963c23
experiments/van_der_pol_sampling.py,versioned repository path; see architecture/history registry,source,active,entrypoint,inventory_required_for_specific_call_graph,tests/,explicit paths only,explicit output directory required for runners,none,supported_diagnostic,retain,2963,a00ff6aa94be5b4bdb10f33d96c803e53db3f4d7392b8cb4ff68e237e77e9621
pyproject.toml,versioned repository path; see architecture/history registry,source,active,library_or_evidence,not_applicable,tests/,explicit paths only,none_known,none,canonical_active,retain,1169,28b1d6138fd77fe5a952b7638f647b65b7eb25dba48eab1af19aa45c72f4f071
scripts/check_all.sh,versioned repository path; see architecture/history registry,source,active,library_or_evidence,not_applicable,tests/,explicit paths only,none_known,none,canonical_active,retain,548,a24eee8ab0514172c87e8e2a86031ce8643890a393401cc90fec589647539ca9
scripts/check_flowstar_comparison.sh,versioned repository path; see architecture/history registry,source,active,library_or_evidence,not_applicable,tests/,explicit paths only,none_known,none,canonical_active,retain,374,9641e66a97dab1f6d22184a221460ac472737a18e7733e9727d382ee5d54e996
scripts/check_runtime.py,versioned repository path; see architecture/history registry,source,active,entrypoint,inventory_required_for_specific_call_graph,tests/,explicit paths only,explicit output directory required for runners,none,canonical_active,retain,1240,87514696ce2626c7ca0d9540124481d8c22478dc627829a8a52dad55afbf12b0
scripts/generate_flowstar_provenance.py,versioned repository path; see architecture/history registry,source,active,entrypoint,inventory_required_for_specific_call_graph,tests/,explicit paths only,explicit output directory required for runners,none,canonical_active,retain,16304,ef432077debd0a4a3007c895abea11e8974bacfbab1c9e7c5cbdcf538592b7d9
scripts/run_all.sh,versioned repository path; see architecture/history registry,source,active,entrypoint,not_applicable,tests/,explicit paths only,explicit output directory required for runners,none,canonical_active,retain,226,deed7c23dac932366a3f822e3e77a8e05a912f16ff5d5158d9a6733557f9b15a
scripts/run_complete_pytest.sh,versioned repository path; see architecture/history registry,source,active,entrypoint,not_applicable,tests/,explicit paths only,explicit output directory required for runners,none,canonical_active,retain,1815,8cca28e9ab571c1a955c79363488aef4fc4ce52f7a8a6eb5235ab097c8106df7
scripts/run_vdp_order_flowstar_study.sh,versioned repository path; see architecture/history registry,source,active,entrypoint,not_applicable,tests/,explicit paths only,explicit output directory required for runners,none,canonical_active,retain,3392,a9403838c3526c3be949b58fe77ddf29f4cac75a66f5d45d100c095fb8b45bd1
scripts/setup_dev.sh,versioned repository path; see architecture/history registry,source,active,library_or_evidence,not_applicable,tests/,explicit paths only,none_known,none,canonical_active,retain,97,78f8c4b4cedc0fda5b45eb61838eb4762a4b1688cecff99938d07b7dde9a3b59
src/torch_tm_flowpipe/__init__.py,versioned repository path; see architecture/history registry,source,active,entrypoint,inventory_required_for_specific_call_graph,tests/,explicit paths only,explicit output directory required for runners,none,canonical_active,retain,1923,6014386160de92c60df90a61c58c78c9c6c2a7b8d94496f04270c4633ebfd4ae
src/torch_tm_flowpipe/batched_dense_tm.py,versioned repository path; see architecture/history registry,source,active,entrypoint,inventory_required_for_specific_call_graph,tests/,explicit paths only,explicit output directory required for runners,none,canonical_active,retain,26758,432c0eb029f1d00e576b30f6b538fe990a656053240f0e30e4463d0debd5b003
src/torch_tm_flowpipe/flowpipe.py,versioned repository path; see architecture/history registry,source,active,entrypoint,inventory_required_for_specific_call_graph,tests/,explicit paths only,explicit output directory required for runners,none,canonical_active,retain,177186,23512ca7d46e0c883aade6dfe3e865eb422ea339ca23c3203d03b876e07be908
src/torch_tm_flowpipe/interval.py,versioned repository path; see architecture/history registry,source,active,library_or_evidence,inventory_required_for_specific_call_graph,tests/,explicit paths only,none_known,none,canonical_active,retain,7445,c7247b0830dc952cf238e9784a2b951a9c6673f5aefcb0d3ed0f14ac9b04d549
src/torch_tm_flowpipe/ode_examples.py,versioned repository path; see architecture/history registry,source,active,entrypoint,inventory_required_for_specific_call_graph,tests/,explicit paths only,explicit output directory required for runners,none,canonical_active,retain,1092,46d3594b643e8e6cfa95f03fbde1b68a0228604cfafd281f14899c1918ee810c
src/torch_tm_flowpipe/picard.py,versioned repository path; see architecture/history registry,source,active,library_or_evidence,inventory_required_for_specific_call_graph,tests/,explicit paths only,none_known,none,canonical_active,retain,230,69cec5e696c5082bf4cf095909f9c1c80fa28e72ba96bc4899ca3e6a793f4f5e
