plant,step,kind,component,t_end_exact,optimized_lo,optimized_hi,flowstar_lo,flowstar_hi,optimized_over_flowstar_width,data_origin,duration
van_der_pol,617,endpoint,y,3556762841712122995/576460752303423488,2.1529084806709893,2.318557913513333,2.153503086924688,2.2886672386522724,1.2255426511032372,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,617,tube,x,3556762841712122995/576460752303423488,-0.04112312934331127,0.14721236013855135,-0.04032645734599181,0.11678464579799952,1.1987408000646165,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,617,tube,y,3556762841712122995/576460752303423488,2.131221171071237,2.3185891595547887,2.1318196696057257,2.2886945924129387,1.1943782035438006,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,618,endpoint,x,1781263724617578615/288230376151711744,0.0028040637001079424,0.1704671568410947,0.003587531744271343,0.13975832640467248,1.231270578681169,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,618,endpoint,y,1781263724617578615/288230376151711744,2.174518864714689,2.3401102231203788,2.1749586035951483,2.310417195031534,1.2224500243932819,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,618,tube,x,1781263724617578615/288230376151711744,-0.019673165927095965,0.17047830909940712,-0.0188786775538698,0.13975845833392214,1.1986567581565646,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,618,tube,y,1781263724617578615/288230376151711744,2.1528889439571444,2.3401565942618148,2.153334280739507,2.310457968271067,1.191848620960195,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,619,endpoint,x,3568292056758191465/576460752303423488,0.024689716029026677,0.19394435193041512,0.02547008435215198,0.16294485491590896,1.2311687097734987,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,619,endpoint,y,3568292056758191465/576460752303423488,2.1960209343648405,2.361569972500774,2.196391677381417,2.3320230763244747,1.2205804808179856,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,619,tube,x,3568292056758191465/576460752303423488,0.001996086132164714,0.19395654707666618,0.002788470532263652,0.16294503398518637,1.1985800444633503,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,619,tube,y,3568292056758191465/576460752303423488,2.1744754444083614,2.361632317059213,2.1748535494085544,2.3320780588992966,1.19037975222223,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,620,endpoint,x,893514166070306425/144115188075855872,0.04679363355901763,0.2176316960061501,0.0475710600328707,0.18634228166986466,1.23107702326078,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,620,endpoint,y,893514166070306425/144115188075855872,2.2173740263886,2.3829188585997767,2.2177781966676973,2.3534521221637705,1.2201668935713652,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,620,tube,x,893514166070306425/144115188075855872,0.023884709918089404,0.21764497766094612,0.024675189159524564,0.18634251055707854,1.1985122662259209,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,620,tube,y,893514166070306425/144115188075855872,2.1959415924017622,2.3829980409625957,2.1963549487993554,2.3535221184080926,1.1901750793534351,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,621,endpoint,x,3579821271804259935/576460752303423488,0.06911655655292726,0.24152554255239608,0.069890133221635,0.20994840079057137,1.2309804268756182,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,621,endpoint,y,3579821271804259935/576460752303423488,2.238655185445705,2.404017616621323,2.2390929257512964,2.3746694741743832,1.2196978983384335,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,621,tube,x,3579821271804259935/576460752303423488,0.045993748349469385,0.24153995468073294,0.046781455723223765,0.20994868221386154,1.1984404621995806,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,621,tube,y,3579821271804259935/576460752303423488,2.217366059293118,2.404114499200257,2.2178148561179736,2.3747553002340527,1.1899318939674506,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,622,endpoint,x,1792792939663647085/288230376151711744,0.09165794694314025,0.2656228846830669,0.09241772840928253,0.2337696392125777,1.2307222219444605,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,622,endpoint,y,1792792939663647085/288230376151711744,2.2598373617979073,2.424827787954503,2.2603085283362687,2.3956391430562114,1.2191655709096718,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,622,tube,x,1792792939663647085/288230376151711744,0.0683229824994734,0.2656384714599342,0.06909801403476623,0.23376997592029441,1.1982336683255452,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,622,tube,y,1792792939663647085/288230376151711744,2.2387234388249615,2.4249432340137953,2.239207570629237,2.39574162384959,1.1896439870926518,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,623,endpoint,x,3591350486850328405/576460752303423488,0.11441699285990416,0.28992031758852554,0.11516118168889537,0.25779486301514093,1.2304479776217319,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,623,endpoint,y,3591350486850328405/576460752303423488,2.280891976364068,2.445309129552247,2.2813965631342747,2.416322983325839,1.218569001940057,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,623,tube,x,3591350486850328405/576460752303423488,0.09087193632474383,0.2899371232275354,0.09163253603336106,0.2577952577745248,1.198013518416489,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,623,tube,y,3591350486850328405/576460752303423488,2.2599868130839784,2.4454439985367125,2.260506303050951,2.4164429491135393,1.1893111089377733,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,624,endpoint,x,224819693398335165/36028797018963968,0.13739259159611347,0.3144140223365593,0.1381193087490676,0.28202077618835303,1.230157231128545,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,624,endpoint,y,224819693398335165/36028797018963968,2.301788894765637,2.4654196268585418,2.3023269230749834,2.436681196973635,1.2179049266146744,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,624,tube,x,224819693398335165/36028797018963968,0.11363985974176705,0.3144320909008142,0.11438418987446769,0.2820212317728614,1.1977796129375098,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,624,tube,y,224819693398335165/36028797018963968,2.2811277196171162,2.4655747692493097,2.281682607769784,2.4368194795210814,1.1889310874328032,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,625,endpoint,x,3602879701896396875/576460752303423488,0.16058333335548006,0.3390997487746214,0.16129061045015664,0.30644368180907355,1.2298493841561753,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,625,endpoint,y,3602879701896396875/576460752303423488,2.3224963980699282,2.4851155181076594,2.323066330145412,2.45667385210639,1.2171404547509412,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,625,tube,x,3602879701896396875/576460752303423488,0.13662571240914959,0.33911912396914246,0.13735184552311294,0.3064442009843078,1.1975314378210506,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,625,tube,y,3602879701896396875/576460752303423488,2.3021161144185363,2.4852917698000514,2.3027048698669685,2.4568312804258334,1.1884767491652937,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,626,endpoint,x,1804322154709715555/288230376151711744,0.18398748407185236,0.3639728000054606,0.18467327917807644,0.33105944292197603,1.229524097977524,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,626,endpoint,y,1804322154709715555/288230376151711744,2.3429811983221054,2.5043513422657036,2.3435829877319105,2.4762562436071662,1.2162974585874666,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,626,tube,x,1804322154709715555/288230376151711744,0.15982814649456067,0.3639935249510594,0.16053408103818462,0.331060028430175,1.197268694758698,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,626,tube,y,1804322154709715555/288230376151711744,2.3229203788474653,2.5045495184722135,2.323542948801835,2.4764336392691115,1.1879672926431237,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,627,endpoint,x,3614408916942465345/576460752303423488,0.20760296810421947,0.38902801649756885,0.20826516031227513,0.35586348824987013,1.2291809191094387,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,627,endpoint,y,3614408916942465345/576460752303423488,2.3632084149697756,2.5230799638194643,2.36384213452233,2.495383370998445,1.2153721002821636,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,627,tube,x,3614408916942465345/576460752303423488,0.18324548922239722,0.3890501334858944,0.18392914387570003,0.35586414279294865,1.1969909882196226,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,627,tube,y,3614408916942465345/576460752303423488,2.3435072865713455,2.5233008524953733,2.3441637227918615,2.4955815430063923,1.1874003051245468,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,628,endpoint,x,905043381116374895/144115188075855872,0.23142571495661066,0.4142613972378063,0.23206374210629038,0.3808507899554371,1.228841387232647,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,628,endpoint,y,905043381116374895/144115188075855872,2.3831415154101565,2.5412527041197452,2.3838073834997875,2.514008651692257,1.2143598207957653,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,628,tube,x,905043381116374895/144115188075855872,0.20687408893183334,0.4142849478781116,0.20753494050069318,0.3808515161765621,1.1967168064419376,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,628,tube,y,905043381116374895/144115188075855872,2.3638419337304497,2.5414970589366552,2.3645324174099387,2.5142283909193086,1.1867729040493233,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,629,endpoint,x,3625938131988533815/576460752303423488,0.2554538308182756,0.43966589681470253,0.25606613957137986,0.4060158480318872,1.228492325111411,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,629,endpoint,y,3625938131988533815/576460752303423488,2.4027424787000458,2.558819284413355,2.403440734540505,2.5320839828397363,1.213252990551559,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,629,tube,x,3625938131988533815/576460752303423488,0.23071248725039636,0.43969092116437125,0.23134901988945217,0.4060166484956045,1.1964348264279008,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,629,tube,y,3625938131988533815/576460752303423488,2.38388789138809,2.5590878172862075,2.3846126069101428,2.5323260560309957,1.1860797167817547,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,630,endpoint,x,1815851369755784025/288230376151711744,0.27968472719270154,0.46523426627006903,0.2802690772156105,0.4313526767005341,1.2281249567123478,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,630,endpoint,y,1815851369755784025/288230376151711744,2.421971734033902,2.5757279886868854,2.422702706518212,2.549559707582539,1.2120439026854806,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,630,tube,x,1815851369755784025/288230376151711744,0.2547585466131087,0.4652608025708163,0.25536855576582396,0.4313535538714751,1.1961375016257596,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,630,tube,y,1815851369755784025/288230376151711744,2.4036071318550665,2.5760213618925825,2.4043663341942954,2.5498248509333172,1.1853154693365766,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,631,endpoint,x,3637467347034602285/576460752303423488,0.3041147896381166,0.49095935515968836,0.30466887263533377,0.45685479106509286,1.2277388568496843,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,631,endpoint,y,3637467347034602285/576460752303423488,2.4407881742558595,2.5919257888789082,2.4415523601597506,2.5663847161230446,1.2107246831701999,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,631,tube,x,3637467347034602285/576460752303423488,0.27900911827603814,0.49098743966672537,0.27959032956006763,0.4568557472853175,1.1958244541484122,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,631,tube,y,3637467347034602285/576460752303423488,2.42296002918156,2.5922446068063283,2.4237541206861937,2.5666736284497227,1.1844749556852812,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,632,endpoint,x,455403994319704565/72057594037927936,0.3287399758061045,0.5168334858805607,0.32926141955139426,0.48251519569524937,1.2273336083927744,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,632,endpoint,y,455403994319704565/72057594037927936,2.459149219480082,2.607358452563765,2.459947249616026,2.5825066452397683,1.2092849538740065,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,632,tube,x,455403994319704565/72057594037927936,0.303460639745299,0.516863152529541,0.30401071267451585,0.4825162331603026,1.1954953113129843,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,632,tube,y,455403994319704565/72057594037927936,2.4419054089277075,2.6077032531418203,2.4427349041137707,2.5828199807677046,1.1835510832013874,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,633,endpoint,x,3648996562080670755/576460752303423488,0.3535557994250951,0.5428484438909689,0.35404217218102707,0.5083263735268959,1.2269088008662938,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,633,endpoint,y,3648996562080670755/576460752303423488,2.477010866942084,2.6219706931546702,2.477843329874407,2.5978721507217233,1.2077084919211505,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,633,tube,x,3648996562080670755/576460752303423488,0.32810911785798813,0.542879723950266,0.32862564993942844,0.5083274942606847,1.1951497042419248,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,633,tube,y,3648996562080670755/576460752303423488,2.460400583378502,2.622341939021673,2.461265931376741,2.5982105115228107,1.1825320539917612,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,634,endpoint,x,1827380584801852495/288230376151711744,0.3785573129406434,0.5689954714220001,0.37900612638039777,0.5342802799117523,1.2264639938475115,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,634,endpoint,y,1827380584801852495/288230376151711744,2.49432775619719,2.63570633676023,2.495195124951856,2.6124269443625483,1.2059744638761871,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,634,tube,x,1827380584801852495/288230376151711744,0.3529501103652374,0.5690283931327321,0.35343063968709787,0.5342814857403783,1.1947872375661213,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,634,tube,y,1827380584801852495/288230376151711744,2.4784014013884925,2.6361044062454857,2.4793029115071006,2.612790872483861,1.1814024553453801,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,635,endpoint,x,3660525777126739225/576460752303423488,0.4037390925698737,0.5952652609423089,0.40413179837087104,0.560380715290974,1.225775974308808,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,635,endpoint,y,3660525777126739225/576460752303423488,2.511053239757002,2.648508486970803,2.511956033616226,2.626116006529921,1.2040581624674787,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,635,tube,x,3660525777126739225/576460752303423488,0.3779787097694858,0.595299849147799,0.37840471125125863,0.5603820078156886,1.1942211664924343,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,635,tube,y,3660525777126739225/576460752303423488,2.4958623030303144,2.6489336649714477,2.4968003055558516,2.6265059758642524,1.1801439488125383,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,636,endpoint,x,916572596162443365/144115188075855872,0.4290952235105306,0.6216479519165296,0.42942832737240433,0.5866107104843106,1.2250274146111575,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,636,endpoint,y,916572596162443365/144115188075855872,2.527139486406962,2.6603197566691814,2.5280777876194453,2.638883469538548,1.2019263629409576,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,636,tube,x,916572596162443365/144115188075855872,0.4031895271502538,0.621684227684092,0.4035575262102087,0.5866120910537919,1.1936042169750753,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,636,tube,y,916572596162443365/144115188075855872,2.512736185057751,2.660772446852321,2.5137107684945033,2.639299877497419,1.1787348677753018,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,637,endpoint,x,3672054992172807695/576460752303423488,0.45461928567249704,0.6481331295959065,0.4548892497217618,0.6129569698920689,1.224246441429734,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,637,endpoint,y,3672054992172807695/576460752303423488,2.5425375911896957,2.671082470680589,2.5435121354808623,2.650672419951377,1.1995570945527174,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,637,tube,x,3672054992172807695/576460752303423488,0.42857667634231444,0.6481711098341072,0.4288831509475963,0.6129584395742524,1.192959875984098,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,637,tube,y,3672054992172807695/576460752303423488,2.5289749784946065,2.671562923248694,2.5299868162941017,2.6511155790111536,1.1771600861404232,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,638,endpoint,x,1838909799847920965/288230376151711744,0.48030434093822455,0.6747098258084794,0.4805075937536065,0.6394092748114337,1.2234325249177644,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,638,endpoint,y,1838909799847920965/288230376151711744,2.5571976923181983,2.680738902917218,2.5582089123604748,2.6614265153232446,1.19690059692222,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,638,tube,x,1838909799847920965/288230376151711744,0.454133759470288,0.6747495228831728,0.45437514980663346,0.6394108343651635,1.1922876602923589,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,638,tube,y,1838909799847920965/288230376151711744,2.5445295911678847,2.681247099775138,2.5455788788661655,2.661896644525159,1.1753794257711685,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,639,endpoint,x,3683584207218876165/576460752303423488,0.506142921585231,0.7013665225164581,0.5062758705387735,0.6659568542052579,1.2225851597894617,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,639,endpoint,y,3683584207218876165/576460752303423488,2.571069107548503,2.6892315414900247,2.5721179143237247,2.6710886139847485,1.1939132929870144,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,639,tube,x,3683584207218876165/576460752303423488,0.4798538534715706,0.7014079438695364,0.4800265739313903,0.6659585040520591,1.191587105314178,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,639,tube,y,3683584207218876165/576460752303423488,2.5593497730934973,2.6897673354483915,2.5604371573321605,2.6715858304796734,1.1733613966026235,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,640,endpoint,x,28823037615171175/4503599627370496,0.5321270201436112,0.7280911581436225,0.5321860650260112,0.6925883871794987,1.2217038716714772,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,640,endpoint,y,28823037615171175/4503599627370496,2.5841004803309198,2.696503384913049,2.5851879346216857,2.6796021455842944,1.1905295128362035,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,640,tube,x,28823037615171175/4503599627370496,0.5057294978814744,0.7281343059187149,0.5058299503426626,0.6925901273758028,1.1908577704859171,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,640,tube,y,28823037615171175/4503599627370496,2.5733843875624056,2.697066497228772,2.5745106375857594,2.6801264621674306,1.171056611603924,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,641,endpoint,x,3695113422264944635/576460752303423488,0.5582480794724514,0.754871137633911,0.5582295622829424,0.719292074585495,1.2207872294460875,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,641,endpoint,y,3695113422264944635/576460752303423488,2.596239899817581,2.7024982458949967,2.597360841289274,2.6869174721796765,1.1864933396997952,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,641,tube,x,3695113422264944635/576460752303423488,0.5317526826668305,0.7549160083141874,0.5317772059474105,0.7192939047956826,1.1900984126641865,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,641,tube,y,3695113422264944635/576460752303423488,2.5865815273091983,2.703088251358678,2.587741164432766,2.687468781991483,1.1682493465852968,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,642,endpoint,x,1850439014893989435/288230376151711744,0.584496985786866,0.7816933450954646,0.5843968532882592,0.7460559356183307,1.219828521022827,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,642,endpoint,y,1850439014893989435/288230376151711744,2.6074351506607116,2.7071610320917143,2.6085459653858014,2.6930179702716406,1.1805790754674117,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,642,tube,x,1850439014893989435/288230376151711744,0.5579148388456587,0.7817399291583158,0.5578593709392519,0.7460578550889818,1.1893033640727029,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,642,tube,y,1850439014893989435/288230376151711744,2.598888743161118,2.7077773496387882,2.6000378090192697,2.6935960366856526,1.1638592264269214,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,643,endpoint,x,3706642637311013105/576460752303423488,0.6108640640012791,0.8085441588711744,0.6106787470231871,0.7728666029737936,1.2188341334883774,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,643,endpoint,y,3706642637311013105/576460752303423488,2.6176336329933294,2.7104383519038895,2.618731755739805,2.6978088775331934,1.173597581776418,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,643,tube,x,3706642637311013105/576460752303423488,0.5842068312667676,0.8085924404641743,0.5840677883459067,0.7728686105095627,1.1884779241210355,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,643,tube,y,3706642637311013105/576460752303423488,2.610252941960112,2.7110802425710245,2.6113885021531713,2.6984133307537457,1.1586038402176977,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,644,endpoint,x,928101811208511835/144115188075855872,0.6373390700486928,0.835409474551466,0.6370651044904184,0.7997106012475474,1.2178044179024672,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,644,endpoint,y,928101811208511835/144115188075855872,2.626782506104887,2.712278878688048,2.6278698070654807,2.701233796188498,1.1653724614101915,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,644,tube,x,928101811208511835/144115188075855872,0.6106189482155235,0.8354594311979363,0.6103928453621714,0.7997126951890954,1.187622339590707,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,644,tube,y,928101811208511835/144115188075855872,2.6206205193147065,2.712945440949854,2.621744052040842,2.7018641266847636,1.1523319473361429,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,645,endpoint,x,3718171852357081575/576460752303423488,0.6639102891129892,0.8622756284797062,0.6635443625430275,0.8265747484557348,1.2167384518915965,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,645,endpoint,y,3718171852357081575/576460752303423488,2.6348297351016194,2.712632911946181,2.6359040256823407,2.703241431079733,1.1554228498322048,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,645,tube,x,3718171852357081575/576460752303423488,0.6371399963488218,0.8623272312692322,0.6368234943639525,0.8265769266601684,1.1867360299911747,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,645,tube,y,3718171852357081575/576460752303423488,2.629938393565795,2.713323077639636,2.6310472971368117,2.7038969837828923,1.1446128036067127,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,646,endpoint,x,1861968229940057905/288230376151711744,0.6905649132717612,0.8891290472566729,0.6900957337479567,0.8534549998809247,1.215505790919068,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,646,endpoint,y,1861968229940057905/288230376151711744,2.641723818436496,2.711453237704655,2.6427876836135837,2.7037824051308776,1.14320415822193,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,646,tube,x,1861968229940057905/288230376151711744,0.6637576755009458,0.8891822609474632,0.6633394498436606,0.8534572597051958,1.1857099848283361,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,646,tube,y,1861968229940057905/288230376151711744,2.638153721134467,2.7121657697369335,2.6392501489438973,2.704462374530813,1.1349413079580075,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,647,endpoint,x,3729701067403150045/576460752303423488,0.7172930339965057,0.9159522885889269,0.7167166291708437,0.880325782140998,1.2142306893347263,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,647,endpoint,y,3729701067403150045/576460752303423488,2.6474144656436924,2.7086950811169634,2.648470811179651,2.702809926091211,1.1277440858764216,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,647,tube,x,3729701067403150045/576460752303423488,0.6904625701897741,0.9160070696847153,0.6899386081721819,0.8803281204287167,1.1846477089086604,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,647,tube,y,3729701067403150045/576460752303423488,2.6452145648565817,2.709428572154311,2.6463009751526747,2.7035133523684247,1.122379639209465,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,648,endpoint,x,466933209365773035/72057594037927936,0.7440798543881177,0.942731868339165,0.7433941427630555,0.9071731527767504,1.2129271872777614,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,648,endpoint,y,466933209365773035/72057594037927936,2.6517266560348887,2.70444263799606,2.652773878583111,2.700410452206895,1.1066283309438467,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,648,tube,x,466933209365773035/72057594037927936,0.7172403550096568,0.9427881669161112,0.7166085288894392,0.9071755658488521,1.1835615198996445,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,648,tube,y,466933209365773035/72057594037927936,2.650943821497876,2.7051956341615866,2.6520182738865383,2.701136218531982,1.104521230587427,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,649,endpoint,x,3741230282449218515/576460752303423488,0.7708748930947988,0.9694891026893254,0.7700769426204286,0.9340199320745703,1.2114833958794138,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,649,endpoint,y,3741230282449218515/576460752303423488,2.6507347828458325,2.702535599820037,2.6517918566039884,2.7004004543307105,1.0656719057280553,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,649,tube,x,3741230282449218515/576460752303423488,0.7440374711429311,0.9695503884872774,0.7432948078772583,0.9340259306638248,1.1823603513135172,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,649,tube,y,3741230282449218515/576460752303423488,2.6507066996434654,2.7040133869789966,2.651791741521227,2.701850273370065,1.0648871504362423,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,650,endpoint,x,1873497444986126375/288230376151711744,0.7976634512591776,0.9962086928387734,0.7967505223883413,0.9608512540655364,1.2098985760170593,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,650,endpoint,y,1873497444986126375/288230376151711744,2.6442773679052687,2.703055043999845,2.6453591024969385,2.7028621121603926,1.0221669515836211,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,650,tube,x,1873497444986126375/288230376151711744,0.7708391709978454,0.9962789004965164,0.7699828846847371,0.9608648191655511,1.1810427744870242,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,650,tube,y,1873497444986126375/288230376151711744,2.644244480526208,2.706057386958058,2.645358974279119,2.705831695957365,1.0221618064543965,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,651,endpoint,x,3752759497495286985/576460752303423488,0.8244631355563109,1.022842260276658,0.8234400502543666,0.987611771541904,1.2083635547251002,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,651,endpoint,y,3752759497495286985/576460752303423488,2.635481610687993,2.70279950701377,2.637327514723946,2.703865788142093,1.0117169091949625,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,651,tube,x,3752759497495286985/576460752303423488,0.7976672577316725,1.022921514922192,0.7967021071065539,0.9876330915106122,1.1797679559113594,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,651,tube,y,3752759497495286985/576460752303423488,2.6354429002954562,2.707364557531459,2.637327373585704,2.708392269405488,1.0120560426682592,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,652,endpoint,x,939631026254580305/144115188075855872,0.8512541900670816,1.0493780799341534,0.8501314534378901,1.0142846321655845,1.2069451923055952,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,652,endpoint,y,939631026254580305/144115188075855872,2.623781076611483,2.7022679318586875,2.6276731565457236,2.703364021576499,1.0369395991879913,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,652,tube,x,939631026254580305/144115188075855872,0.8245023515289043,1.0494664852462143,0.8234387736913288,1.0143138786860293,1.178593372475452,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,652,tube,y,939631026254580305/144115188075855872,2.6237348920127883,2.708431088141944,2.627673002839356,2.7094811469674283,1.0353027443888978,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,653,endpoint,x,3764288712541355455/576460752303423488,0.878032863835271,1.075787783100198,0.8768102387807865,1.040852723668948,1.2055103859207539,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,653,endpoint,y,3764288712541355455/576460752303423488,2.6102608117490704,2.7003151504737515,2.6163762234674124,2.7013121686042023,1.0602618076439594,REUSED_MATCHED_REFERENCE,0.01
